NC Code,Distiller,Brand Name,Age,Proof,Size,Retail Price,MB Price
"20-006","Patron Spirits","Gran Patron Burdeos Anejo","001Y","80",".75L","499.9500","503.7000",
"20-011","Brown - Forman","Jack Daniel's Single Barrel - Ducks Unlimited","004Y","94",".75L","49.9500","53.7000",
"20-019","Heaven Hill","Lunazul Reposado w/ 4 shot GLS","","80",".75L","19.9500","23.7000",
"20-021","Sazerac","E.H.Taylor Jr. Whs. C Tornado Surviving Bourb","","100",".75L","71.3000","75.0500",
"20-047","Jim Beam Brands","Cruzan Coconut Rum w/ Hurricane GL","","42",".75L","11.9500","15.7000",
"20-048","Jim Beam Brands","Cruzan Black Cherry Rum w/ Hurricane GL","","42",".75L","11.9500","15.7000",
"20-049","White Rock","Raynal VSOP w/ Snifters","","80",".75L","14.9500","18.7000",
"20-067","Jim Beam Brands","Sauza Gold w/ 1.00L Margarita Mix","","80",".75L","16.9500","20.7000",
"20-068","Jim Beam Brands","Sauza Blanco w/ 1.00L Margarita Mix","","80",".75L","16.9500","20.7000",
"20-074","Jim Beam Brands","Jim Beam 4Y (PET) w/ Red Stag 50ML","004Y","80","1.75L","24.9500","33.7000",
"20-076","Firestarter Spirits","Firestarter Vodka","","80",".75L","21.9500","25.7000",
"20-115","Brown - Forman","Jack Daniel 's Birthday Pack w/ Cap","","80",".75L","24.9500","28.7000",
"20-123","Brown - Forman","Jack Daniel's Holiday Select 2011","","100",".75L","49.9500","53.7000",
"20-124","Brown - Forman","Jack Daniel's w/ 2 Mugs","","80","1.75L","43.9500","52.7000",
"20-136","Diageo NA","Capt. Morgan Spiced 70 w/ 50ml Rokk Vodka","","70","1.75L","27.9500","36.7000",
"20-150","Jim Beam Brands","Cruzan 9 w/ 2 liter Coca Cola","","80",".75L","15.9500","19.7000",
"20-152","Jim Beam Brands","Cruzan Light w/ Pina Colada Mix","","80",".75L","11.9500","15.7000",
"20-157","Diageo NA","Crown Royal w/ 50ML C. R. Black Tower Pk","","80",".75L","25.9500","29.7000",
"20-163","Proximo Spirits","1800 Reposado w/ Pomegranate Marg Mix","","80",".75L","29.9500","33.7000",
"20-164","Proximo Spirits","1800 Silver w/ Ultimate Pomegranate Marg. Mix","","80",".75L","29.9500","33.7000",
"20-180","Pernod Ricard","Avion (3.30 x 3)","","80","50ML","3.3000","3.5500",
"20-201","Diageo NA","Jose Cuervo Especial Gold w/ Marg Mix","","80",".75L","20.9500","24.7000",
"20-203","Brown - Forman","Gentleman Jack w/ Golf Balls","","80",".75L","29.9500","33.7000",
"20-204","Brown - Forman","Jack Daniel's w/2 Tall GLS","","80",".75L","24.9500","28.7000",
"20-205","Brown - Forman","Woodford Reserve Derby","","90.4","1.00L","39.9500","44.9500",
"20-222","Diageo NA","Crown Royal Black w/ GLS","","90",".75L","27.9500","31.7000",
"20-240","Campari America","Wild Turkey American Honey w/ Freezer Tap","","71",".75L","22.9500","26.7000",
"20-241","Campari America","Wild Turkey 81 w/ Camo Flask","006Y","81",".75L","21.9500","25.7000",
"20-289","Bacardi","Bacardi Superior (PET) w/ 2 50MLs","","80","1.75L","19.9500","28.7000",
"20-293","Bacardi","Dewar's 12Y Special Reserve w/ GLS","012Y","80",".75L","29.9500","33.7000",
"20-302","Jim Beam Brands","Knob Creek Barrel Program","009Y","100",".75L","33.9500","37.7000",
"20-308","Jim Beam Brands","Jim Beam Triage Pk","004Y","80",".75L","14.9500","18.7000",
"20-334","Bacardi","Cazadores Reposado w/ Shot GLS","","80",".75L","29.9500","33.7000",
"20-440","McCormick","Tequila Rose Valentine's 2012 Gift Set","","30",".75L","20.9500","24.7000",
"20-446","Diageo NA","Don Julio Tri-Pack (23.30 x 3)","","80",".375L","23.3000","25.1800",
"20-489","Patron Spirits","Patron Reposado .75L w/ Citronge .375L Summer VAP","","80",".75L","49.9500","53.7000",
"20-497","Sidney Frank","Jagermeister Party Bucket Pack","","70","1.75L","46.9500","55.7000",
"20-502","Patron Spirits","Patron Silver w/Ice Bucket","","80","1.75L","99.9500","108.7000",
"20-505","Heaven Hill","Parker's Heritage Collection Cognac Finish","010Y","100",".75L","79.9500","83.7000",
"20-549","Pernod Ricard","Absolut 'Mini' Bar 5 Flavor (1.30x5)","","80","50ML","1.3000","1.5500",
"20-553","Pernod Ricard","Absolut San Francisco","","80",".75L","18.9500","22.7000",
"20-611","Sazerac","Buffalo Trace Bourbon Whiskey","","90",".75L","24.9500","28.7000",
"20-612","Sazerac","Sazerac Rye 6Y","006Y","90",".75L","27.9500","31.7000",
"20-618","Proximo Spirits","1800 Silver Essential Artist","","80",".75L","29.9500","33.7000",
"20-633","Sidney Frank","Jagermeister 6 btl Shot Cooler (21.95x6)","","70",".75L","21.9500","25.7000",
"20-634","Diageo NA","Don Julio Real (1 bottle)","","80",".75L","369.9500","373.7000",
"20-635","Diageo NA","Don Julio 1942 (1 bottle)","","80",".75L","142.9500","146.7000",
"20-644","Pernod Ricard","Malibu Flavor Pack - 5 Pk (.95 x5)","","42","50ML","0.9500","1.2000",
"20-649","Castle Brands","Gosling's Dark 'N Stormy Co-Pk","","80",".75L","16.9500","20.7000",
"20-651","Sidney Frank","Jagermeister Cocktail GLS Set","","70",".375L","11.9500","13.8300",
"20-652","Sidney Frank","Jagermeister Liqueur Flask Pk","","70",".75L","21.9500","25.7000",
"20-691","Heaven Hill","Blackheart Rum w/ Tumbler","","93",".75L","14.9500","18.7000",
"20-692","Diageo NA","Capt. Morgan Original Barrel Bottle","","70","1.75L","29.9500","38.7000",
"20-696","Zuma Importing","Casta Pasion Reposado Worm","009M","80",".75L","49.9500","53.7000",
"20-697","Zuma Importing","Casta Pasion Anejo Worm","012M","80",".75L","54.9500","58.7000",
"20-698","Zuma Importing","Casta Pasion Extra Anejo Worm","036M","80",".75L","59.9500","63.7000",
"20-704","Klin Spirits","Hammer + Sickle Luxury Pk","","80",".75L","29.9500","33.7000",
"21-101","Luxco","Pearl Pomegranate Vodka - 10Pk","","70","50ML","1.0000","1.2500",
"21-116","Sazerac","Fireball Cinnamon Whisky","","66","50ML","1.2500","1.5000",
"21-120","Heaven Hill","Admiral Nelson's Spiced Cherry Rum-10Pk","","70","50ML","0.7500","1.0000",
"21-121","Bacardi","Bacardi Oakheart Spiced Rum - 10 Pk","","70","50ML","0.9500","1.2000",
"21-122","Wilson Daniels","Seagram's M Grape Flavored - 10Pk","","70","50ML","0.9000","1.1500",
"21-123","Jim Beam Brands","Jim Beam Devil's Cut","","90","50ML","1.9500","2.2000",
"21-135","Proximo Spirits","1800 Reposado - 10Pk","","80","50ML","1.9500","2.2000",
"21-139","Proximo Spirits","1800 Coconut","","80","50ML","0.9500","1.2000",
"21-146","Luxco","Pearl Red Berry - 12Pk","","70","50ML","0.7500","1.0000",
"21-148","Luxco","Pearl Coconut Vodka - 12Pk","","70","50ML","0.7500","1.0000",
"21-153","21st Century Spirits","Blue Ice Vodka","","80","50ML","1.2500","1.5000",
"21-159","Campari America","X Rated Fusion Liqueur - 12Pk","","34","50ML","3.4500","3.7000",
"21-160","Wilson Daniels","Crystal Head Vodka","","80","50ML","8.5000","8.7500",
"21-161","Pernod Ricard","Malibu Red - 10Pk","","70","50ML","0.9500","1.2000",
"21-162","Pernod Ricard","Malibu Sunshine - 10Pk","","42","50ML","0.9500","1.2000",
"21-166","Heaven Hill","Burnett's Orange Cream Flavored Vodka","","70","50ML","0.9500","1.2000",
"21-167","Heaven Hill","Burnett's Hot Cinnamon - 10Pk","","70","50ML","0.9500","1.2000",
"21-168","Heaven Hill","Burnett's Sugar Cookie Flavored Vodka","","70","50ML","0.7500","1.0000",
"21-169","Heaven Hill","Burnett's Pear Flavored Vodka","","70","50ML","0.7500","1.0000",
"21-170","Luxco","Pearl Citrus Vodka - 10Pk","","70","50ML","0.7500","1.0000",
"21-171","Pernod Ricard","Jameson Irish - 12Pk","","80","50ML","1.9500","2.2000",
"21-174","Bacardi","Bacardi Wolf Berry - 10Pk","","70","50ML","0.9500","1.2000",
"21-175","Pernod Ricard","Avion Silver - 10Pk","","80","50ML","3.9500","4.2000",
"21-178","Palm Bay Imports","OR-G - 6 Pk","","34","50ML","2.9500","3.2000",
"21-179","Bacardi","Bacardi Dragon Berry - 10Pk","","70","50ML","0.9500","1.2000",
"21-180","E & J Gallo Winery","New Amsterdam Vodka - 10Pk","","80","50ML","0.9500","1.2000",
"21-181","E & J Gallo Winery","New Amsterdam Gin","","80","50ML","1.0000","1.2500",
"21-183","Diageo NA","Smirnoff Vanilla - 10Pk","","70","50ML","1.0000","1.2500",
"21-184","Diageo NA","Ciroc","","80","50ML","3.4500","3.7000",
"21-190","Diageo NA","Smirnoff Raspberry - 10Pk","","70","50ML","1.0000","1.2500",
"21-191","Diageo NA","Smirnoff Peach-10pk","","70","50ML","0.9500","1.2000",
"21-200","Luxco","Pearl Vodka - 10PK","","80","50ML","1.0000","1.2500",
"21-201","Diageo NA","Smirnoff Orange - 10Pk","","70","50ML","1.0000","1.2500",
"21-203","Diageo NA","Smirnoff Fluffed Marshmallow - 10Pk","","60","50ML","0.9000","1.1500",
"21-205","Diageo NA","Smirnoff Whipped Cream - 10Pk","","60","50ML","0.9000","1.1500",
"21-207","Diageo NA","Bushmills Irish Honey","","70","50ML","1.2500","1.5000",
"21-210","Bacardi","Bombay Sapphire - 12 Pk","","94","50ML","1.9500","2.2000",
"21-217","Campari America","Wild Turkey 81 - 10Pk","006Y","81","50ML","1.7500","2.0000",
"21-221","Campari America","Wild Turkey American Honey - 10Pk","","71","50ML","1.5000","1.7500",
"21-222","Diageo NA","Seagram's 7 Crown Dark Honey","","71","50ML","1.2500","1.5000",
"21-223","Pernod Ricard","Absolut Berri Acai Vodka - 12Pk","","80","50ML","1.9500","2.2000",
"21-224","Pernod Ricard","Absolut Mandrin - 12Pk","","80","50ML","1.9500","2.2000",
"21-238","Diageo NA","Capt.Morgan Black Spiced Rum","","94.6","50ML","1.2500","1.5000",
"21-239","Diageo NA","Capt. Morgan Lime Bite","","70","50ML","1.4000","1.6500",
"21-242","Diageo NA","Capt. Morgan Spiced 70 - 10Pk","","70","50ML","1.4000","1.6500",
"21-243","Brown - Forman","Woodford Reserve - 12Pk","","90.4","50ML","1.9500","2.2000",
"21-244","Bacardi","Grey Goose - 12Pk","","80","50ML","3.9500","4.2000",
"21-245","Bacardi","Grey Goose Cherry Noir - 12Pk","","80","50ML","1.9500","2.2000",
"21-250","Jim Beam Brands","DeKuyper Sour Apple Pucker - 10Pk","","30","50ML","0.9500","1.2000",
"21-256","Jim Beam Brands","Jim Beam Red Stag Spiced - 12Pk","004Y","80","50ML","1.0000","1.2500",
"21-257","Jim Beam Brands","Jim Beam Red Stag Honey Tea -12Pk","004Y","80","50ML","1.0000","1.2500",
"21-262","Sazerac NA","99 Bananas - 12Pk","","99","50ML","1.2500","1.5000",
"21-263","Sazerac NA","99 Whipped Cream","","99","50ML","0.9500","1.2000",
"21-270","Campari America","Skyy Vodka - 12Pk","","80","50ML","1.7000","1.9500",
"21-271","Piedmont Dist","Catdaddy Spiced Moonshine - 12Pk","","80","50ML","0.9500","1.2000",
"21-272","Piedmont Dist","Junior Johnson Midnight Moon - 12Pk","","80","50ML","0.9500","1.2000",
"21-277","E & J Gallo Winery","E & J Brandy - 10Pk","","80","50ML","1.0000","1.2500",
"21-287","Diageo NA","Ketel One - 12Pk","","80","50ML","2.2500","2.5000",
"21-289","Jim Beam Brands","Knob Creek - 10 Pk","009Y","100","50ML","2.5000","2.7500",
"21-302","Diageo NA","Johnnie Walker Black Label - 12Pk","012Y","80","50ML","3.5000","3.7500",
"21-303","Heaven Hill","Evan Williams Black Label - 10Pk","007Y","86","50ML","1.0000","1.2500",
"21-304","Heaven Hill","Evan Williams Honey Reserve","","70","50ML","0.9500","1.2000",
"21-305","Heaven Hill","Evan Williams Cherry  Reserve","","70","50ML","0.9500","1.2000",
"21-306","Heaven Hill","Evan Williams Cinnamon Reserve - 10Pk","","70","50ML","0.9500","1.2000",
"21-307","Bacardi","DiSaronno Amaretto - 20Pk","","56","50ML","2.3500","2.6000",
"21-308","Pernod Ricard","Malibu Coconut Rum - 10Pk","","42","50ML","0.9500","1.2000",
"21-311","Pernod Ricard","Malibu Black - 10Pk","","70","50ML","1.2500","1.5000",
"21-312","Pernod Ricard","Malibu Cranberry Cherry - 10Pk","","42","50ML","0.9500","1.2000",
"21-313","Diageo NA","Jose Cuervo Especial Gold - 10Pk","","80","50ML","1.9500","2.2000",
"21-314","Moet Hennessy","Hennessy VS - 12Pk","","80","50ML","3.9500","4.2000",
"21-315","Western Spirits Bev","Bird Dog Blackberry Flavored Whiskey-12Pk","002Y","80","50ML","0.9500","1.2000",
"21-321","Jim Beam Brands","Maker's Mark - 12Pk","","90","50ML","2.5000","2.7500",
"21-330","Constellation Wines","Paul Masson Grande Amber VSOP - 12Pk","004Y","80","50ML","0.9500","1.2000",
"21-333","Diageo NA","Godiva Chocolate Vodka","","60","50ML","1.9500","2.2000",
"21-339","Luxco","Pearl Wedding Cake Vodka - 10Pk","","70","50ML","0.7500","1.0000",
"21-345","Diageo NA","Crown Royal Black","","90","50ML","2.7500","3.0000",
"21-348","Bacardi","Bacardi Superior Rum - 10Pk","","80","50ML","0.9500","1.2000",
"21-349","Jim Beam Brands","Jim Beam 4 Y - 10Pk","004Y","80","50ML","1.3500","1.6000",
"21-350","Diageo NA","Smirnoff 80 - 10Pk","","80","50ML","1.0000","1.2500",
"21-351","Diageo NA","Crown Royal - 6Pk","","80","50ML","2.5000","2.7500",
"21-352","Pernod Ricard","Seagram's Extra Dry - 10Pk","","80","50ML","1.0500","1.3000",
"21-353","Diageo NA","Seagram's 7 Crown - 10Pk","","80","50ML","1.6500","1.9000",
"21-355","Heaven Hill","Hpnotiq Harmonie","","34","50ML","1.9500","2.2000",
"21-356","Heaven Hill","Hpnotiq - 12Pk","","34","50ML","2.9500","3.2000",
"21-358","Brown - Forman","Jack Daniel's Black - 10Pk","","80","50ML","2.3000","2.5500",
"21-359","Diageo NA","Johnnie Walker Red Label - 12Pk","","80","50ML","1.9500","2.2000",
"21-360","Brown - Forman","Jack Daniel's Honey","","70","50ML","1.2500","1.5000",
"21-361","Diageo NA","Tanqueray Gin - 12Pk","","94.6","50ML","1.9500","2.2000",
"21-362","Brown - Forman","Canadian Mist - 10Pk","003Y","80","50ML","0.9500","1.2000",
"21-363","Pernod Ricard","Absolut - 12Pk","","80","50ML","1.9500","2.2000",
"21-364","Moet Hennessy","Grand Marnier Cordon Rouge  - 12Pk","","80","50ML","3.7500","4.0000",
"21-366","Campari America","Wild Turkey 101 - 10Pk","","101","50ML","1.9500","2.2000",
"21-372","Bacardi","Dewar's White Label - 12Pk","","80","50ML","1.9500","2.2000",
"21-373","Jim Beam Brands","Canadian Club 80 - 10Pk","005Y","80","50ML","1.0000","1.2500",
"21-381","Sazerac","Firefly Skinny Tea Vodka","","60","50ML","0.9500","1.2000",
"21-383","Pernod Ricard","Chivas Regal - 12Pk","012Y","80","50ML","1.9500","2.2000",
"21-387","Pernod Ricard","Kahlua Coffee - 10Pk","","40","50ML","2.1000","2.3500",
"21-391","Heaven Hill","Christian Bros Honey","","70","50ML","0.9500","1.2000",
"21-392","Heaven Hill","Christian Brothers - 10Pk","","80","50ML","1.0000","1.2500",
"21-394","Brown - Forman","Chambord Vodka","","75","50ML","1.9500","2.2000",
"21-396","Diageo NA","Bailey's Irish Cream - 20Pk","","34","50ML","2.4500","2.7000",
"21-400","Castle Brands","Travis Hasse's Apple Pie","","40","50ML","0.9500","1.2000",
"21-402","Diageo NA","Rumple Minze - 16Pk","","100","50ML","1.9500","2.2000",
"21-416","Patron Spirits","Patron XO Cafe -10Pk","","70","50ML","2.9500","3.2000",
"21-417","Patron Spirits","Patron XO Cafe Dark Cocoa","","60","50ML","2.9500","3.2000",
"21-420","Jim Beam Brands","Gilbey's 80 Vodka - 10Pk","","80","50ML","0.8500","1.1000",
"21-429","Diageo NA","Gordon's Vodka - 10Pk","","80","50ML","0.9500","1.2000",
"21-433","Diageo NA","Smirnoff 100 - 10Pk","","100","50ML","1.5000","1.7500",
"21-436","Brown - Forman","Southern Comfort","","70","50ML","0.9500","1.2000",
"21-437","Pernod Ricard","Absolut Citron - 12Pk","","80","50ML","1.9500","2.2000",
"21-438","Brown - Forman","Southern Comfort Lime","","55","50ML","0.9500","1.2000",
"21-440","Brown - Forman","Southern Comfort Black Cherry","","70","50ML","0.9500","1.2000",
"21-443","Diageo NA","Seagram 7 Crown Stone Cherry","","71","50ML","0.9500","1.2000",
"21-455","Campari America","Wild Turkey Rare Breed - 10Pk","","108.2","50ML","2.4500","2.7000",
"21-459","Sidney Frank","Jagermeister - 24Pk","","70","50ML","2.2500","2.5000",
"21-462","Diageo NA","Smirnoff Citrus - 10Pk","","70","50ML","1.0000","1.2500",
"21-464","Diageo NA","Goldschlager Cinnamon Schnapps - 12Pk","","87","50ML","1.9500","2.2000",
"21-472","Bacardi","Bacardi Limon - 10Pk","","70","50ML","0.9500","1.2000",
"21-473","Bacardi","Bacardi Gold - 10Pk","","80","50ML","0.9500","1.2000",
"21-477","Bacardi","Bacardi Arctic Grape - 10Pk","","70","50ML","0.9500","1.2000",
"21-478","Bacardi","Bacardi Torched Cherry - 10Pk","","70","50ML","0.9500","1.2000",
"21-485","Jim Beam Brands","After Shock - 10Pk","","80","50ML","1.9500","2.2000",
"21-487","E & J Gallo Winery","E & J VSOP Brandy - 10Pk","","80","50ML","1.0000","1.2500",
"21-493","USDP / Phillips","King Solly Vodka White Grape","","60","50ML","1.0000","1.2500",
"21-502","Patron Spirits","Patron Silver - 6Pk","","80","50ML","6.4500","6.7000",
"21-503","Patron Spirits","Patron Anejo - 6Pk","","80","50ML","8.4500","8.7000",
"21-514","Diageo NA","Jeremiah Weed Sweet Tea Vodka","","70","50ML","1.0000","1.2500",
"21-515","Jim Beam Brands","Jim Beam Red Stag","","80","50ML","1.0000","1.2500",
"21-517","Diageo NA","Capt. Morgan Spiced 100 Rum","","100","50ML","1.7500","2.0000",
"21-518","Jim Beam Brands","DeKuyper Sex on the Beach","","40","50ML","0.8500","1.1000",
"21-525","Sazerac","FireFy Sweet Tea Vodka","","70","50ML","0.9500","1.2000",
"21-532","Pernod Ricard","Absolut Wild Tea - 12Pk","","80","50ML","1.9500","2.2000",
"21-533","Pernod Ricard","Absolut Orient Apple - 12Pk","","80","50ML","1.9500","2.2000",
"21-534","Pernod Ricard","Absolut Grapevine -12Pk","","80","50ML","0.9500","1.2000",
"21-543","Sans Wine & Spirits","El Ultimo Reposado","","80","50ML","1.3000","1.5500",
"21-544","Sans Wine & Spirits","El Ultimo Blanco","","80","50ML","1.3000","1.5500",
"21-545","E & J Gallo Winery","Familia Camarena Reposado - 10Pk","","80","50ML","1.9500","2.2000",
"21-546","E & J Gallo Winery","Familia Camarena Silver - 10Pk","","80","50ML","1.9500","2.2000",
"21-551","TY KU","Ty - Ku Premium Soju","","47","50ML","2.9500","3.2000",
"21-552","TY KU","Ty - Ku Liqueur","","40","50ML","2.9500","3.2000",
"21-555","Brown - Forman","Little Black Dress Blueberry Pomegranate Vodka","","65","50ML","0.9000","1.1500",
"21-556","Brown - Forman","Little Black Dress Cherry Vanilla Vodka","","65","50ML","0.9000","1.1500",
"21-557","Brown - Forman","Little Black Dress Pineapple Honey Vodka","","65","50ML","0.9000","1.1500",
"21-578","White Rock","Pinnacle Cotton Candy - 12Pk","","70","50ML","0.9500","1.2000",
"21-579","White Rock","Pinnacle Atomic Hots - 12Pk","","70","50ML","0.9500","1.2000",
"21-580","US Distilled Products","Kinky Liqueur - 10Pk","","34","50ML","0.9500","1.2000",
"21-800","Jim Beam Brands","Courvoisier VS","","80","100ML","3.4500","3.9500",
"21-807","Moet Hennessy","Hennessy VS","","80","100ML","4.6000","5.1000",
"21-814","Constellation Wines","Paul  Masson Grande Amber Brandy","003Y","80","100ML","1.9500","2.4500",
"21-816","Moet Hennessy","Hennessy VSOP","","80","100ML","7.2500","7.7500",
"21-819","Jim Beam Brands","Maker's Mark","","90","200ML","8.9500","9.9500",
"21-821","Brown - Forman","Gentleman Jack","004Y","80","200ML","7.9500","8.9500",
"21-822","MHW/ Crillon","Grande Absente Absinthe Originale","","138","100ML","9.9500","10.4500",
"21-823","Patron Spirits","Patron Silver","","80","200ML","15.9500","16.9500",
"21-824","Patron Spirits","Patron Reposado","","80","200ML","17.9500","18.9500",
"21-825","Patron Spirits","Patron Anejo","","80","200ML","19.9500","20.9500",
"21-828","Proximo Spirits","1800 Silver Tequila Reserva","","80","200ML","9.9500","10.9500",
"21-838","Remy Cointreau","Remy Martin VSOP","","80","200ML","9.2500","10.2500",
"21-840","William Grant","Sailor Jerry Spiced","","92","200ML","5.9500","6.9500",
"21-842","Sazerac NA","Chi Chi's Skinny Margarita","","20","200ML","1.8500","2.8500",
"21-900","Diageo NA","Ciroc","","70","200ML","9.9500","10.9500",
"21-901","Diageo NA","Ciroc Red Berry","","70","200ML","9.9500","10.9500",
"21-902","Diageo NA","Ciroc Coconut","","70","200ML","9.9500","10.9500",
"21-964","E & J Gallo Winery","E & J VSOP","","80","200ML","3.5000","4.5000",
"21-967","Bacardi","Grey Goose","","80","200ML","12.9500","13.9500",
"21-968","Campari America","Skyy Vodka","","80","200ML","5.9500","6.9500",
"21-969","Bacardi","Bacardi Superior","","80","200ML","3.9500","4.9500",
"21-973","Brown - Forman","Jack Daniel's Black Label","","80","200ML","7.4500","8.4500",
"21-974","Brown - Forman","Canadian Mist","003Y","80","200ML","2.9500","3.9500",
"21-976","Diageo NA","Smirnoff 80","","80","200ML","3.9500","4.9500",
"21-977","Diageo NA","Smirnoff 100","","100","200ML","4.9500","5.9500",
"21-978","Diageo NA","Jose Cuervo Especial Gold","","80","200ML","6.9500","7.9500",
"21-980","Diageo NA","Capt. Morgan Spiced 80","","80","200ML","5.4500","6.4500",
"21-983","E & J Gallo Winery","E & J","","80","200ML","3.4500","4.4500",
"21-984","Pernod Ricard","Absolut Vodka","","80","200ML","7.4500","8.4500",
"21-985","Jim Beam Brands","Jim Beam 4Y","004M","80","200ML","4.9500","5.9500",
"21-988","Heaven Hill","Hpnotiq","","34","200ML","6.9500","7.9500",
"21-989","Heaven Hill","Christian Brothers VS","","80","200ML","2.9500","3.9500",
"21-990","Campari America","Wild Turkey 101","","101","200ML","6.7500","7.7500",
"21-991","Pernod Ricard","Seagram's Extra Dry Gin","","80","200ML","3.5000","4.5000",
"21-994","Moet Hennessy","Belvedere Vodka","","80","200ML","11.9500","12.9500",
"21-997","Sidney Frank","Jagermeister Liqueur","","70","200ML","6.5000","7.5000",
"21-998","Jim Beam Brands","Canadian Club","005Y","80","200ML","2.9500","3.9500",
"21-999","Diageo NA","Crown Royal","","80","200ML","8.9500","9.9500",
"22-001","Park Street Imports","Conjure Cognac","005Y","80","200ML","9.9500","10.9500",
"22-002","Diageo NA","Crown Royal Black","","90","200ML","9.4500","10.4500",
"22-003","Spirits Marque One","Svedka","","80","200ML","3.9500","4.9500",
"22-256","Jim Beam Brands","Old Grand Dad","004Y","100",".75L","18.9500","22.7000",
"22-362","Diageo NA","Bulleit Rye","","90",".75L","29.9500","33.7000",
"22-382","Campari America","Wild Turkey Rye","","81",".75L","23.9500","27.7000",
"22-389","Jim Beam Brands","Jim Beam Rye","004Y","80",".75L","17.9500","21.7000",
"22-393","Campari America","Russell's Reserve Rye","006Y","90",".75L","33.9500","37.7000",
"22-395","Strong Spirits Inc.","Redemption Rye","","92",".75L","25.9500","29.7000",
"22-408","Jim Beam Brands","Knob Creek Rye","","100",".75L","39.9500","43.7000",
"22-916","Sazerac","Ancient Age","","80","1.75L","22.9500","31.7000",
"22-917","Sazerac","Ancient Age TRV","","80",".75L","8.5000","12.2500",
"22-918","Sazerac","Ancient Age","","80",".75L","8.5000","12.2500",
"22-922","Sazerac","Ancient Age","","80",".375L","5.7000","7.5800",
"22-963","Sazerac","Ancient Ancient Age","","90","1.75L","25.9500","34.7000",
"22-964","Sazerac","Ancient Ancient Age","","90",".75L","13.9500","17.7000",
"22-967","Sazerac","Ancient Ancient Age","","90",".375L","6.9000","8.7800",
"22-983","Heaven Hill","Aristocrat Bourbon 80","004Y","80","1.75L","15.2500","24.0000",
"22-984","Heaven Hill","Aristocrat Bourbon 80","004Y","80",".75L","7.7000","11.4500",
"22-995","Corner Creek Distilling Co.","Corner Creek Reserve Bourbon Whiskey","004Y","88",".75L","24.9500","28.7000",
"23-033","Jim Beam Brands","Jim Beam's Choice","005Y","80","1.75L","31.9500","40.7000",
"23-034","Jim Beam Brands","Jim Beam's Choice","005Y","80",".75L","16.9500","20.7000",
"23-059","Jim Beam Brands","Jim Beam Black","008Y","86","1.75L","46.9500","55.7000",
"23-060","Jim Beam Brands","Jim Beam Black","008Y","86",".75L","24.9500","28.7000",
"23-061","Jim Beam Brands","Jim Beam Black","008Y","86",".375L","12.9500","14.8300",
"23-063","Jim Beam Brands","Jim Beam Devil's Cut","006Y","90",".75L","26.9500","30.7000",
"23-333","Heaven Hill","Red State Bourbon","","80",".75L","14.9500","18.7000",
"23-336","Heaven Hill","Blue State Bourbon","","80",".75L","14.9500","18.7000",
"23-433","Heaven Hill","Country Gentleman Bourbon","","80","1.75L","16.2500","25.0000",
"23-434","Heaven Hill","Country Gentleman Bourbon","","80",".75L","7.7500","11.5000",
"23-529","Brown - Forman","Early Times 354 Bourbon","","80",".75L","12.9500","16.7000",
"23-532","Brown - Forman","Early Times Sportster","003Y","80",".75L","9.9500","13.7000",
"23-533","Brown - Forman","Early Times","003Y","80","1.75L","19.9500","28.7000",
"23-535","Brown - Forman","Early Times","003Y","80",".75L","9.9500","13.7000",
"23-539","Brown - Forman","Early Times","003Y","80",".375L","4.9500","6.8300",
"23-563","Heaven Hill","Elijah Craig","012Y","94","1.75L","44.9500","53.7000",
"23-564","Heaven Hill","Elijah Craig","012Y","94",".75L","22.9500","26.7000",
"23-608","Heaven Hill","Evan Williams Green Label","","80","1.75L","16.5000","25.2500",
"23-609","Heaven Hill","Evan Williams Green Label","","80",".75L","9.2500","13.0000",
"23-611","Heaven Hill","Evan Williams Green Label","","80",".375L","5.3500","7.2300",
"23-618","Heaven Hill","Evan Williams 1783","010Y","86","1.75L","27.9500","36.7000",
"23-619","Heaven Hill","Evan Williams 1783","010Y","86",".75L","14.5000","18.2500",
"23-621","Heaven Hill","Evan Williams 1783","010Y","86",".375L","6.9500","8.8300",
"23-667","Heaven Hill","Evan Williams Black Label Carry Pk","","86",".75L","12.5000","16.2500",
"23-668","Heaven Hill","Evan Williams Black Label","","86","1.75L","24.5000","33.2500",
"23-669","Heaven Hill","Evan Williams Black Label","","86",".75L","12.5000","16.2500",
"23-673","Heaven Hill","Evan Williams Black Label","007Y","86",".375L","5.9500","7.8300",
"23-690","Luxco","Ezra Brooks","004Y","80","1.75L","20.0000","28.7500",
"23-726","Luxco","Ezra Brooks","004Y","90","1.75L","20.0000","28.7500",
"23-727","Luxco","Ezra Brooks","004Y","90",".75L","11.4500","15.2000",
"23-733","Heaven Hill","Fighting Cock","006Y","103",".75L","14.7500","18.5000",
"23-866","Heaven Hill","Heaven Hill","","80","1.75L","15.9500","24.7000",
"23-867","Heaven Hill","Heaven Hill","","80",".75L","7.6000","11.3500",
"23-880","Heaven Hill","Henry McKenna","","80","1.75L","23.5000","32.2500",
"23-882","Heaven Hill","Henry McKenna","","80",".75L","11.9500","15.7000",
"24-082","Jim Beam Brands","Jim Beam Red Stag Honey Tea","004Y","80",".75L","17.9500","21.7000",
"24-085","Jim Beam Brands","Jim Beam Red Stag Spiced","004Y","80",".75L","17.9500","21.7000",
"24-087","Jim Beam Brands","Jim Beam Red Stag","004Y","80","1.75L","35.9500","44.7000",
